"index","full_name","brand_name","resale_price","registered_year","engine_capacity(cc)","insurance","transmission_type","kms_driven","Hand","fuel_type","max_power(bhp)","seats","mileage(kmpl)","body_type","city"
13040,"Mahindra Scorpio N Z8L Diesel AT BSVI","Mahindra",2525000,2023,2198,"1","Automatic",14000,"2nd","Diesel",172.45,7.0,0.0,"SUV","Mumbai"
13041,"Honda Civic 1.8 V AT","Honda",1395000,2019,1799,"1","Automatic",32163,"2nd","Petrol",130.2,5.0,13.9,"Sedan","Mumbai"
13042,"Hyundai i20 Asta Opt Turbo DCT DT","Hyundai",1145000,2022,998,"1","Automatic",9000,"2nd","Petrol",118.41,5.0,20.28,"Hatchback","Mumbai"
13043,"Honda City 1.5 V AT","Honda",345000,2011,1497,"1","Automatic",83028,"2nd","Petrol",118.0,5.0,16.8,"Sedan","Mumbai"
13044,"Audi A4 2.0 TDI Premium Plus","Audi",1250000,2014,1968,"1","Automatic",71000,"3rd","Diesel",174.33,5.0,17.11,"Sedan","Mumbai"
13045,"Mercedes-Benz S-Class S 350 CDI","Mercedes-Benz",3550000,2015,2987,"1","Automatic",113000,"4th","Diesel",254.79,5.0,13.5,"Sedan","Mumbai"
13046,"Jaguar F-Pace Prestige 2.0 AWD","Jaguar",5275000,2019,1999,"1","Automatic",42000,"2nd","Diesel",177.0,5.0,16.38,"SUV","Mumbai"
13047,"Mahindra Xylo E8","Mahindra",170000,2009,2498,"1","Manual",75000,"3rd","Diesel",112.0,8.0,14.0,"MUV","Mumbai"
13048,"Hyundai i10 Magna 1.1L","Hyundai",358000,2016,1086,"1","Manual",38400,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Mumbai"
13049,"Hyundai Elantra 2.0 S","Hyundai",950000,2018,1999,"1","Manual",50957,"2nd","Petrol",149.92,5.0,14.59,"Sedan","Mumbai"
13050,"Maruti Wagon R LXI BS IV","Maruti",349000,2014,998,"1","Manual",19455,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Mumbai"
13051,"Mahindra Xylo E8 ABS Airbag BSIV","Mahindra",245000,2009,2498,"1","Manual",74000,"3rd","Diesel",112.0,8.0,12.2,"MUV","Mumbai"
13052,"Maruti Ignis 1.2 Delta BSIV","Maruti",545000,2017,1197,"1","Manual",46000,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Mumbai"
13053,"Hyundai Venue S","Hyundai",850000,2021,1197,"1","Manual",27064,"2nd","Petrol",81.86,5.0,17.52,"SUV","Mumbai"
13054,"Honda Jazz VX","Honda",500000,2015,1199,"1","Manual",33152,"3rd","Petrol",88.7,5.0,18.2,"Hatchback","Mumbai"
13055,"Kia Seltos GTX Plus","Kia",1411000,2019,1353,"1","Manual",48207,"2nd","Petrol",138.08,5.0,16.5,"SUV","Mumbai"
13056,"Hyundai Verna 1.6 SX VTVT (O) AT","Hyundai",445000,2012,1591,"1","Automatic",57000,"2nd","Petrol",121.4,5.0,17.1,"Sedan","Mumbai"
13057,"Volkswagen Polo 1.2 MPI Highline","Volkswagen",515000,2015,1198,"1","Manual",27000,"3rd","Petrol",74.0,5.0,16.47,"Hatchback","Mumbai"
13058,"Skoda Superb Elegance 1.8 TSI AT","Skoda",545000,2013,1798,"1","Automatic",69000,"3rd","Petrol",157.75,5.0,13.7,"Sedan","Mumbai"
13059,"Hyundai i20 Magna 1.4 CRDi","Hyundai",411000,2014,1396,"1","Manual",69786,"2nd","Diesel",88.73,5.0,22.54,"Hatchback","Mumbai"
13060,"Hyundai i20 Magna Plus BSIV","Hyundai",645000,2019,1197,"1","Manual",17000,"2nd","Petrol",81.86,5.0,18.6,"Hatchback","Mumbai"
13061,"Honda City i VTEC V","Honda",475000,2014,1497,"1","Manual",60970,"3rd","Petrol",117.3,5.0,17.4,"Sedan","Mumbai"
13062,"MG Hector Sharp DCT","MG",1575000,2019,1451,"0","Automatic",20730,"2nd","Petrol",141.0,5.0,13.96,"SUV","Mumbai"
13063,"Maruti Alto K10 LXI","Maruti",325000,2015,998,"1","Manual",39081,"2nd","Petrol",67.1,5.0,20.92,"Hatchback","Mumbai"
13064,"Hyundai Grand i10 1.2 CRDi Sportz","Hyundai",400000,2017,1186,"1","Manual",78490,"2nd","Diesel",73.97,5.0,24.0,"Hatchback","Mumbai"
13065,"Skoda Rapid 1.6 MPI AT Style Plus","Skoda",565000,2016,1598,"1","Automatic",45007,"2nd","Petrol",103.52,5.0,14.3,"Sedan","Mumbai"
13066,"Skoda Rapid 1.6 MPI AT Elegance","Skoda",495000,2015,1598,"1","Automatic",47005,"2nd","Petrol",103.52,5.0,14.3,"Sedan","Mumbai"
13067,"Honda City 1.5 S MT","Honda",225000,2008,1497,"1","Manual",80004,"3rd","Petrol",118.0,5.0,17.0,"Sedan","Mumbai"
13068,"Maruti Vitara Brezza ZDi Plus AMT","Maruti",895000,2018,1248,"1","Automatic",63001,"2nd","Diesel",88.5,5.0,24.3,"SUV","Mumbai"
13069,"Honda Amaze VX AT i-Vtech","Honda",525000,2015,1198,"1","Automatic",51657,"2nd","Petrol",86.7,5.0,15.5,"Sedan","Mumbai"
13070,"Maruti Ertiga ZDI","Maruti",575000,2013,1248,"1","Manual",90800,"2nd","Diesel",88.5,7.0,25.47,"MUV","Mumbai"
13071,"Mahindra XUV700 AX5 BSVI","Mahindra",1890000,2022,1999,"1","Manual",8000,"2nd","Petrol",197.13,5.0,0.0,"SUV","Mumbai"
13072,"Skoda Superb Style 1.8 TSI AT","Skoda",1450000,2017,1798,"1","Automatic",36200,"2nd","Petrol",177.46,5.0,14.67,"Sedan","Mumbai"
13073,"Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV","Toyota",795000,2013,2494,"1","Manual",72372,"3rd","Diesel",100.6,7.0,12.99,"MUV","Mumbai"
13074,"Mahindra Scorpio S8 7 Seater","Mahindra",850000,2015,2179,"1","Manual",69457,"3rd","Diesel",120.0,7.0,15.4,"SUV","Mumbai"
13075,"Honda City i VTEC SV","Honda",590000,2014,1497,"1","Manual",55000,"2nd","Petrol",117.3,5.0,17.4,"Sedan","Mumbai"
13076,"Toyota Yaris J CVT","Toyota",875000,2019,1496,"1","Automatic",26000,"2nd","Petrol",105.94,5.0,17.8,"Sedan","Mumbai"
13077,"Hyundai Grand i10 1.2 Kappa Sportz Option AT","Hyundai",545000,2017,1197,"1","Automatic",39000,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Mumbai"
13078,"Hyundai Grand i10 1.2 Kappa Magna AT","Hyundai",550000,2018,1197,"0","Automatic",45000,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Mumbai"
13079,"Mercedes-Benz C-Class C 200 CGI Elegance","Mercedes-Benz",700000,2011,1796,"1","Automatic",74000,"3rd","Petrol",186.0,5.0,11.74,"Sedan","Mumbai"
13080,"Tata Tigor 1.2 Revotron XZA","Tata",595000,2018,1199,"1","Automatic",31000,"2nd","Petrol",84.0,5.0,20.3,"Sedan","Mumbai"
13081,"Maruti Celerio ZXI AT","Maruti",399000,2016,998,"1","Automatic",49262,"3rd","Petrol",67.04,5.0,23.1,"Hatchback","Mumbai"
13082,"Mercedes-Benz C-Class Prime C 220d","Mercedes-Benz",3850000,2019,1950,"1","Automatic",35000,"2nd","Diesel",194.0,5.0,12.6,"Sedan","Mumbai"
13083,"Volkswagen Polo GT TDI","Volkswagen",475000,2014,1598,"1","Manual",52000,"2nd","Diesel",103.6,5.0,19.7,"Hatchback","Mumbai"
13084,"Audi Q7 45 TDI Quattro Technology","Audi",4300000,2016,2967,"1","Automatic",81000,"3rd","Diesel",245.0,7.0,14.75,"SUV","Mumbai"
13085,"Honda City 1.5 S AT","Honda",365000,2012,1497,"1","Automatic",56000,"3rd","Petrol",116.4,5.0,16.8,"Sedan","Mumbai"
13086,"Honda Jazz 1.2 V AT i VTEC","Honda",775000,2018,1199,"1","Automatic",24772,"2nd","Petrol",88.7,5.0,19.0,"Hatchback","Mumbai"
13087,"Hyundai Verna 1.6 SX VTVT","Hyundai",425000,2013,1591,"1","Manual",84000,"3rd","Petrol",121.3,5.0,17.01,"Sedan","Mumbai"
13088,"Toyota Corolla H4","Toyota",295000,2006,1794,"1","Automatic",90000,"","Petrol",125.0,5.0,11.3,"Sedan","Mumbai"
13089,"Ford Ecosport 1.5 Petrol Titanium Plus BSIV","Ford",845000,2019,1497,"1","Manual",22000,"2nd","Petrol",121.36,5.0,17.0,"SUV","Mumbai"
13090,"Maruti Wagon R VXI 1.2 BSIV","Maruti",346000,2015,1197,"1","Manual",66000,"3rd","Petrol",81.8,5.0,21.5,"Hatchback","Mumbai"
13091,"Hyundai Creta 1.6 VTVT SX Plus SE","Hyundai",775000,2015,1591,"1","Manual",38500,"2nd","Petrol",121.3,5.0,13.0,"SUV","Mumbai"
13092,"Skoda Superb Elegance 1.8 TSI AT","Skoda",1200000,2015,1798,"1","Automatic",63500,"2nd","Petrol",157.75,5.0,13.7,"Sedan","Mumbai"
13093,"Ford Ecosport 1.5 Petrol Titanium AT","Ford",525000,2015,1496,"1","Automatic",59500,"2nd","Petrol",120.69,5.0,14.7,"SUV","Mumbai"
13094,"Hyundai i20 Magna","Hyundai",225000,2010,1197,"1","Manual",69000,"2nd","Petrol",80.0,5.0,18.5,"Hatchback","Mumbai"
13095,"Mahindra KUV 100 mFALCON G80 K6","Mahindra",390000,2016,1198,"1","Manual",40160,"2nd","Petrol",82.0,6.0,18.15,"SUV","Mumbai"
13096,"Nissan Terrano XL 85 PS","Nissan",599000,2015,1461,"1","Manual",76262,"2nd","Diesel",83.8,5.0,20.45,"SUV","Mumbai"
13097,"Honda Amaze VX i-Vtech","Honda",395000,2013,1198,"1","Manual",78446,"2nd","Petrol",86.7,5.0,18.0,"Sedan","Mumbai"
13098,"BMW 7 Series 730Ld Design Pure Excellence","BMW",6275000,2017,2993,"1","Automatic",6275000,"2nd","Diesel",261.49,5.0,16.77,"Sedan","Mumbai"
13099,"Volvo XC60 D3 Kinetic","Volvo",1775000,2012,1985,"1","Automatic",89000,"3rd","Diesel",163.0,5.0,14.7,"SUV","Mumbai"
13100,"Toyota Fortuner 2.8 4WD AT","Toyota",3100000,2018,2755,"1","Automatic",115000,"2nd","Diesel",174.5,7.0,15.04,"SUV","Mumbai"
13101,"Tata New Safari XZA Plus Gold AT","Tata",2525000,2022,1956,"1","Automatic",45000,"2nd","Diesel",167.67,7.0,14.08,"SUV","Mumbai"
13102,"Mercedes-Benz S-Class S 500 L","Mercedes-Benz",1750000,2011,5461,"1","Automatic",72000,"2nd","Petrol",362.9,5.0,7.81,"Sedan","Mumbai"
13103,"Skoda Rapid 1.6 MPI Ambition","Skoda",465000,2015,1598,"1","Manual",80759,"2nd","Petrol",105.0,5.0,15.0,"Sedan","Mumbai"
13104,"Hyundai Creta 1.6 VTVT AT SX Plus","Hyundai",975000,2017,1591,"1","Automatic",64000,"2nd","Petrol",121.3,5.0,13.0,"SUV","Mumbai"
13105,"MG Hector Sharp CVT","MG",1890000,2022,1451,"1","Automatic",13600,"2nd","Petrol",141.0,5.0,0.0,"SUV","Mumbai"
13106,"Mercedes-Benz GLA Class 200 Sport Edition","Mercedes-Benz",1975000,2016,1991,"1","Automatic",37500,"2nd","Petrol",183.0,5.0,13.7,"SUV","Mumbai"
13107,"Mercedes-Benz CLA 200 CGI Sport","Mercedes-Benz",2875000,2019,1991,"1","Automatic",21000,"2nd","Petrol",183.0,5.0,15.04,"Sedan","Mumbai"
13108,"Mercedes-Benz CLA 200 CGI Sport","Mercedes-Benz",2325000,2017,1991,"1","Automatic",26400,"2nd","Petrol",183.0,5.0,15.04,"Sedan","Mumbai"
13109,"Audi A4 35 TDI Premium Plus","Audi",2750000,2017,1968,"1","Automatic",29000,"2nd","Diesel",187.74,5.0,18.25,"Sedan","Mumbai"
13110,"Honda City 1.5 V AT","Honda",324000,2010,1497,"1","Automatic",69000,"2nd","Petrol",118.0,5.0,16.8,"Sedan","Mumbai"
13111,"Hyundai Verna VTVT 1.4 EX","Hyundai",821000,2019,1368,"1","Manual",59000,"2nd","Petrol",98.6,5.0,19.1,"Sedan","Mumbai"
13112,"Audi Q3 35 TDI Quattro Premium Plus","Audi",1595000,2016,1968,"1","Automatic",70000,"2nd","Diesel",174.33,5.0,15.73,"SUV","Mumbai"
13113,"Tata Zest Revotron 1.2 XT","Tata",400000,2015,1193,"1","Manual",29000,"2nd","Petrol",88.7,5.0,17.57,"Sedan","Mumbai"
13114,"Mahindra Bolero Plus - Non-AC BSIII PS","Mahindra",340000,2016,2523,"1","Manual",150000,"2nd","Diesel",63.0,9.0,15.96,"SUV","Delhi"
13115,"Datsun RediGO A","Datsun",253000,2019,799,"0","Manual",51271,"3rd","Petrol",53.64,5.0,22.7,"Hatchback","Delhi"
13116,"Maruti Alto 800 LXI","Maruti",326000,2018,796,"1","Manual",21387,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
13117,"Maruti Celerio ZXI AMT","Maruti",443000,2016,998,"0","Automatic",14476,"2nd","Petrol",65.71,5.0,26.0,"Hatchback","Delhi"
13118,"Hyundai i20 Sportz 1.2","Hyundai",523000,2016,1197,"1","Manual",74411,"2nd","Petrol",81.83,5.0,18.6,"Hatchback","Delhi"
13119,"Maruti Wagon R VXI BS IV","Maruti",339000,2015,998,"1","Manual",65797,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Delhi"
13120,"Hyundai Verna VTVT 1.6 AT SX Plus","Hyundai",1199000,2021,1591,"1","Automatic",30000,"2nd","Petrol",121.3,5.0,17.0,"Sedan","Delhi"
13121,"Maruti Ciaz VXi Option SHVS","Maruti",516000,2014,1373,"1","Manual",97249,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13123,"Maruti Baleno Zeta CVT","Maruti",799000,2021,1197,"1","Automatic",10000,"2nd","Petrol",81.8,5.0,19.56,"Hatchback","Delhi"
13124,"Maruti Celerio ZXI AMT BSVI","Maruti",600000,2022,998,"0","Automatic",8574,"2nd","Petrol",65.71,5.0,26.0,"Hatchback","Lucknow"
13125,"Mercedes-Benz E-Class Exclusive E 200 BSVI","Mercedes-Benz",5875000,2022,1991,"1","Automatic",10000,"2nd","Petrol",194.44,5.0,15.0,"Sedan","Delhi"
13126,"Hyundai i20 1.4 Asta AT (O) with Sunroof","Hyundai",150000,2010,1396,"1","Automatic",60000,"4th","Petrol",100.0,5.0,15.0,"Hatchback","Delhi"
13127,"Audi A6 35 TDI Technology","Audi",1525000,2015,1968,"1","Automatic",31000,"2nd","Diesel",174.33,5.0,17.68,"Sedan","Delhi"
13128,"Volkswagen Polo Petrol Trendline 1.2L","Volkswagen",190000,2011,1198,"1","Manual",60000,"3rd","Petrol",73.9,5.0,16.47,"Hatchback","Delhi"
13129,"Fiat Linea T Jet Plus","Fiat",160000,2011,1368,"1","Manual",70000,"4th","Petrol",112.0,5.0,14.6,"Sedan","Delhi"
13130,"Datsun GO T","Datsun",285000,2018,1198,"1","Manual",21637,"3rd","Petrol",67.05,5.0,19.02,"Hatchback","Delhi"
13131,"Honda City S","Honda",255000,2010,1497,"1","Manual",71619,"2nd","Petrol",116.4,5.0,16.8,"Sedan","Delhi"
13132,"Hyundai Grand i10 1.2 Kappa Sportz BSIV","Hyundai",463000,2018,1197,"1","Manual",55666,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Delhi"
13133,"Renault Duster 110PS Diesel RXZ Optional with Nav","Renault",350000,2014,1461,"1","Manual",100000,"2nd","Diesel",108.45,5.0,19.01,"SUV","Delhi"
13134,"Maruti Swift AMT ZXI","Maruti",590000,2018,1197,"1","Automatic",66154,"3rd","Petrol",81.8,5.0,21.21,"Hatchback","Delhi"
13135,"Ford Ecosport 1.5 Petrol Titanium BSIV","Ford",682000,2018,1497,"1","Manual",93198,"3rd","Petrol",121.31,5.0,17.0,"SUV","Delhi"
13136,"Maruti Baleno Zeta CVT","Maruti",810000,2021,1197,"1","Automatic",30854,"3rd","Petrol",81.8,5.0,19.56,"Hatchback","Delhi"
13137,"Maruti Baleno 1.2 Zeta","Maruti",627000,2019,1197,"1","Manual",72687,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13138,"Hyundai Creta 1.4 CRDi S","Hyundai",640000,2017,1396,"1","Manual",80000,"2nd","Diesel",88.7,5.0,21.38,"SUV","Delhi"
13139,"Maruti Swift VDI","Maruti",650000,2019,1248,"1","Manual",70000,"2nd","Diesel",74.0,5.0,28.4,"Hatchback","Delhi"
13140,"Audi Q7 35 TDI Quattro Premium Plus","Audi",2350000,2015,2967,"1","Automatic",44000,"2nd","Diesel",241.4,7.0,12.07,"SUV","Delhi"
13141,"Ford Ecosport 1.5 DV5 MT Ambiente","Ford",400000,2014,1498,"1","Manual",40000,"2nd","Diesel",89.84,5.0,22.7,"SUV","Delhi"
13142,"Maruti SX4 S Cross Zeta DDiS 200 SH","Maruti",650000,2017,1248,"1","Manual",60000,"2nd","Diesel",88.5,5.0,25.1,"SUV","Delhi"
13143,"Jaguar XE Portfolio","Jaguar",2500000,2018,1999,"1","Automatic",40000,"2nd","Petrol",246.74,5.0,13.5,"Sedan","Delhi"
13144,"MG Hector Sharp DCT","MG",1275000,2019,1451,"1","Automatic",70000,"2nd","Petrol",141.0,5.0,13.96,"SUV","Delhi"
13145,"Mahindra KUV 100 mFALCON G80 K4","Mahindra",300000,2016,1198,"1","Manual",40000,"2nd","Petrol",82.0,6.0,18.15,"SUV","Delhi"
13146,"Maruti Ciaz VXi Plus","Maruti",600000,2016,1373,"1","Manual",50000,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13147,"Renault KWID 1.0 RXT","Renault",388000,2019,999,"1","Manual",9688,"2nd","Petrol",67.06,5.0,21.46,"Hatchback","Delhi"
13148,"Honda Jazz 1.2 VX i VTEC","Honda",521000,2016,1199,"1","Manual",62000,"2nd","Petrol",88.7,5.0,18.7,"Hatchback","Delhi"
13149,"Maruti Swift VVT VXI","Maruti",475000,2017,1197,"1","Manual",72315,"2nd","Petrol",81.8,5.0,22.0,"Hatchback","Delhi"
13150,"Maruti Ciaz Delta BSIV","Maruti",735000,2019,1462,"1","Manual",42000,"2nd","Petrol",103.25,5.0,21.56,"Sedan","Delhi"
13151,"Hyundai Grand i10 1.2 Kappa Sportz Option","Hyundai",451000,2017,1197,"1","Manual",70154,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Delhi"
13152,"Maruti Swift ZXI BSIV","Maruti",480000,2016,1197,"1","Manual",31081,"3rd","Petrol",81.8,5.0,22.0,"Hatchback","Delhi"
13153,"Hyundai Grand i10 Sportz","Hyundai",417000,2016,1197,"1","Manual",53746,"2nd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13154,"Tata New Safari XT Plus BSVI","Tata",1760000,2021,1956,"1","Manual",20000,"2nd","Diesel",167.67,7.0,16.14,"SUV","Delhi"
13155,"Maruti Swift VDI BSIV","Maruti",400000,2014,1248,"1","Manual",70000,"2nd","Diesel",74.0,5.0,25.2,"Hatchback","Delhi"
13156,"Hyundai Xcent VTVT Plus ABS","Hyundai",390000,2016,1197,"1","Manual",80000,"4th","Petrol",82.0,5.0,19.1,"Sedan","Delhi"
13157,"Jaguar XE Portfolio","Jaguar",2500000,2018,1999,"1","Automatic",30000,"2nd","Petrol",246.74,5.0,13.5,"Sedan","Delhi"
13158,"Hyundai Verna VTVT 1.4 EX","Hyundai",750000,2019,1368,"1","Manual",20000,"2nd","Petrol",98.6,5.0,19.1,"Sedan","Delhi"
13159,"Hyundai Verna CRDi 1.6 SX Option","Hyundai",800000,2018,1582,"1","Manual",90000,"3rd","Diesel",126.2,5.0,22.0,"Sedan","Delhi"
13160,"Porsche Cayenne S Tiptronic","Porsche",600000,2008,4806,"1","Automatic",100000,"","Petrol",400.0,5.0,8.9,"SUV","Delhi"
13161,"MG Hector Sharp Diesel Dualtone","MG",1500000,2020,1956,"1","Manual",50000,"2nd","Diesel",167.68,5.0,17.41,"SUV","Delhi"
13162,"Renault KWID Climber 1.0 AMT","Renault",386000,2018,999,"0","Automatic",35437,"2nd","Petrol",67.0,5.0,24.04,"Hatchback","Delhi"
13163,"Maruti Baleno 1.2 Alpha","Maruti",530000,2016,1197,"1","Manual",81287,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13164,"Hyundai Grand i10 Sportz","Hyundai",372000,2014,1197,"1","Manual",56641,"2nd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13165,"MG Hector Hybrid Sharp Dualtone","MG",1600000,2021,1451,"1","Manual",90000,"2nd","Petrol",141.0,5.0,15.81,"SUV","Delhi"
13166,"Maruti Ciaz 1.4 Sigma","Maruti",559000,2017,1373,"1","Manual",69104,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13167,"Renault KWID CLIMBER BSVI","Renault",499000,2022,999,"1","Manual",6555,"2nd","Petrol",67.06,5.0,21.46,"Hatchback","Delhi"
13168,"Maruti Swift VVT VXI","Maruti",360000,2014,1197,"1","Manual",34408,"3rd","Petrol",81.8,5.0,22.0,"Hatchback","Delhi"
13169,"Maruti Alto LXi","Maruti",155000,2011,796,"1","Manual",59282,"3rd","Petrol",46.3,5.0,19.7,"Hatchback","Delhi"
13170,"Ford Ecosport 1.5 DV5 MT Trend","Ford",251000,2013,1498,"0","Manual",92340,"3rd","Diesel",89.84,5.0,22.7,"SUV","Lucknow"
13171,"Hyundai i10 Magna 1.1","Hyundai",215000,2010,1086,"1","Manual",90000,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13172,"Renault KWID 1.0 RXT","Renault",350000,2017,999,"1","Manual",50000,"2nd","Petrol",67.0,5.0,23.01,"Hatchback","Delhi"
13173,"Hyundai Creta 1.6 VTVT S","Hyundai",690000,2015,1591,"1","Manual",90000,"3rd","Petrol",121.3,5.0,15.29,"SUV","Delhi"
13174,"Maruti Alto K10 LXI","Maruti",150000,2012,998,"1","Manual",90000,"3rd","Petrol",67.1,5.0,20.92,"Hatchback","Delhi"
13175,"Hyundai Creta SX Opt Turbo BSVI","Hyundai",1750000,2021,1353,"1","Automatic",40000,"2nd","Petrol",138.12,5.0,0.0,"SUV","Delhi"
13176,"Hyundai Xcent 1.2 VTVT S","Hyundai",517000,2019,1197,"1","Manual",50655,"2nd","Petrol",81.86,5.0,20.14,"Sedan","Delhi"
13177,"Maruti Wagon R CNG LXI","Maruti",526000,2021,998,"1","Manual",95323,"2nd","CNG",58.33,5.0,32.52,"Hatchback","Delhi"
13178,"Tata Altroz XZ BSVI","Tata",698000,2020,1199,"1","Manual",24255,"2nd","Petrol",86.83,5.0,19.33,"Hatchback","Delhi"
13179,"Hyundai Santro Xing GL","Hyundai",150000,2010,1086,"1","Manual",120000,"2nd","Petrol",62.0,5.0,0.0,"Hatchback","Delhi"
13180,"Jeep Compass 1.4 Sport","Jeep",941000,2018,1368,"1","Manual",45427,"2nd","Petrol",160.0,5.0,16.0,"SUV","Delhi"
13181,"Maruti Vitara Brezza VXI","Maruti",803000,2020,1462,"0","Manual",35982,"2nd","Petrol",103.26,5.0,17.03,"SUV","Delhi"
13182,"Maruti Ciaz AT ZXi Plus","Maruti",672000,2016,1373,"1","Automatic",37999,"2nd","Petrol",91.1,5.0,19.12,"Sedan","Delhi"
13183,"Maruti Celerio ZXI AMT","Maruti",469000,2017,998,"1","Automatic",11466,"2nd","Petrol",65.71,5.0,26.0,"Hatchback","Delhi"
13184,"Maruti Swift Dzire LXI BSVI","Maruti",650000,2022,1197,"1","Manual",10000,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Delhi"
13185,"Volkswagen Polo 1.2 MPI Trendline","Volkswagen",320000,2015,1198,"1","Manual",30000,"4th","Petrol",74.0,5.0,18.78,"Hatchback","Delhi"
13186,"Audi A6 45 TFSI Premium Plus BSVI","Audi",4950000,2020,1984,"1","Automatic",5500,"2nd","Petrol",241.3,5.0,14.11,"Sedan","Delhi"
13187,"Maruti Swift LXI","Maruti",250000,2011,1197,"1","Manual",80000,"3rd","Petrol",85.8,5.0,18.6,"Hatchback","Delhi"
13188,"MG Gloster Sharp 7-Str","MG",3450000,2021,1996,"1","Automatic",33000,"2nd","Diesel",215.01,7.0,12.4,"SUV","Delhi"
13189,"Hyundai Venue S Plus","Hyundai",850000,2022,1197,"1","Manual",20000,"2nd","Petrol",81.86,5.0,17.52,"SUV","Delhi"
13190,"Maruti Swift VDI BSIV","Maruti",400000,2016,1248,"1","Manual",50000,"2nd","Diesel",74.0,5.0,25.2,"Hatchback","Delhi"
13191,"Mahindra Thar CRDe","Mahindra",793000,2018,2498,"1","Manual",40000,"3rd","Diesel",105.0,6.0,16.55,"SUV","Delhi"
13192,"Hyundai i10 Sportz 1.2","Hyundai",143000,2010,1197,"1","Manual",90403,"3rd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13193,"Datsun RediGO AMT 1.0 T Option","Datsun",462000,2021,999,"0","Automatic",8755,"2nd","Petrol",67.05,5.0,22.0,"Hatchback","Delhi"
13194,"Kia Seltos HTX Diesel","Kia",1200000,2019,1493,"1","Manual",40000,"2nd","Diesel",113.43,5.0,20.8,"SUV","Delhi"
13195,"Honda Brio S MT","Honda",313000,2014,1198,"1","Manual",56176,"4th","Petrol",86.8,5.0,19.4,"Hatchback","Delhi"
13196,"Renault Triber RXZ","Renault",573000,2020,999,"0","Manual",41387,"3rd","Petrol",71.01,7.0,20.0,"MUV","Delhi"
13197,"Hyundai i10 Magna 1.1L","Hyundai",287000,2014,1086,"1","Manual",63002,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13198,"Kia Seltos GTX Plus Diesel AT","Kia",1875000,2021,1493,"1","Automatic",36000,"2nd","Diesel",113.43,5.0,18.0,"SUV","Delhi"
13199,"Tata Tiago 1.2 Revotron XZ","Tata",374000,2016,1199,"1","Manual",51297,"3rd","Petrol",84.0,5.0,23.84,"Hatchback","Delhi"
13200,"Maruti Wagon R LXI CNG","Maruti",250000,2015,998,"1","Manual",120000,"2nd","CNG",58.16,5.0,26.6,"Hatchback","Delhi"
13201,"Maruti Ciaz ZXi Plus","Maruti",449000,2016,1373,"1","Manual",120000,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13202,"Audi Q7 3.0 TDI Quattro Technology","Audi",1414000,2013,2967,"1","Automatic",58000,"2nd","Diesel",241.4,7.0,12.07,"SUV","Delhi"
13203,"Hyundai i10 Era","Hyundai",235000,2012,1086,"1","Manual",70000,"3rd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13204,"Maruti Alto 800 LXI Opt S-CNG BSVI","Maruti",400000,2021,796,"1","Manual",40000,"2nd","CNG",40.36,4.0,31.59,"Hatchback","Delhi"
13205,"Maruti Alto 800 LXI Opt S-CNG BSVI","Maruti",400000,2021,796,"1","Manual",40000,"2nd","CNG",40.36,4.0,31.59,"Hatchback","Delhi"
13206,"Honda Amaze S i-VTEC","Honda",499000,2017,1198,"1","Manual",100000,"2nd","Petrol",86.7,5.0,17.8,"Sedan","Delhi"
13207,"Hyundai i20 Asta 1.4 CRDi","Hyundai",330000,2014,1396,"1","Manual",100000,"2nd","Diesel",88.73,5.0,22.54,"Hatchback","Delhi"
13208,"Maruti Swift Dzire VXI 1.2","Maruti",584000,2018,1197,"1","Manual",48368,"4th","Petrol",81.8,5.0,21.21,"Sedan","Delhi"
13209,"Audi A8 L 3.0 TDI quattro","Audi",4500000,2015,2967,"1","Automatic",40000,"3rd","Diesel",246.74,4.0,16.77,"Sedan","Delhi"
13210,"Maruti Alto 800 LXI","Maruti",305000,2018,796,"0","Manual",67680,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
