"index","full_name","brand_name","resale_price","registered_year","engine_capacity(cc)","insurance","transmission_type","kms_driven","Hand","fuel_type","max_power(bhp)","seats","mileage(kmpl)","body_type","city"
13211,"Maruti Swift Dzire VXI","Maruti",292000,2012,1197,"1","Manual",65611,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Delhi"
13212,"Honda Brio S MT","Honda",263000,2013,1198,"1","Manual",56545,"3rd","Petrol",86.8,5.0,19.4,"Hatchback","Delhi"
13213,"Ford Freestyle Titanium Petrol BSIV","Ford",450000,2018,1194,"1","Manual",50000,"2nd","Petrol",94.68,5.0,19.0,"Hatchback","Delhi"
13214,"Hyundai Creta 1.6 CRDi SX","Hyundai",800000,2016,1582,"1","Manual",50000,"2nd","Diesel",126.2,5.0,19.67,"SUV","Delhi"
13215,"Hyundai Verna 1.6 SX VTVT","Hyundai",230000,2012,1591,"1","Manual",100000,"4th","Petrol",121.3,5.0,17.01,"Sedan","Delhi"
13216,"Hyundai Venue SX Plus Turbo DCT","Hyundai",1150000,2020,998,"1","Automatic",10000,"3rd","Petrol",118.35,5.0,18.15,"SUV","Delhi"
13217,"Maruti Vitara Brezza VDi","Maruti",800000,2019,1248,"1","Manual",120000,"2nd","Diesel",88.5,5.0,24.3,"SUV","Delhi"
13218,"Hyundai Grand i10 Nios Sportz CNG","Hyundai",750000,2021,1197,"1","Manual",20000,"2nd","CNG",68.05,5.0,0.0,"Hatchback","Delhi"
13219,"Maruti Ertiga VXI","Maruti",617000,2014,1462,"1","Manual",61829,"2nd","Petrol",101.65,7.0,20.51,"MUV","Delhi"
13220,"Toyota Fortuner 2.8 2WD AT BSIV","Toyota",2975000,2019,2755,"1","Automatic",50000,"3rd","Diesel",174.5,7.0,12.9,"SUV","Delhi"
13221,"Maruti Wagon R AMT VXI Plus","Maruti",380000,2017,998,"1","Automatic",40045,"3rd","Petrol",67.0,5.0,20.51,"Hatchback","Delhi"
13222,"Maruti Wagon R LXI CNG","Maruti",210000,2011,998,"1","Manual",71209,"2nd","CNG",58.2,5.0,26.2,"Hatchback","Delhi"
13223,"Honda City 1.5 S MT","Honda",125000,2009,1497,"1","Manual",110000,"3rd","Petrol",118.0,5.0,17.0,"Sedan","Delhi"
13224,"Maruti Ertiga CNG VXI","Maruti",1075000,2020,1462,"1","Manual",11600,"3rd","CNG",91.19,7.0,26.08,"MUV","Delhi"
13225,"Maruti Swift Dzire LDI","Maruti",280000,2014,1248,"1","Manual",110000,"2nd","Diesel",74.0,5.0,23.4,"Sedan","Delhi"
13226,"Hyundai i10 Magna 1.2 iTech SE","Hyundai",190000,2012,1197,"1","Manual",50000,"3rd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13227,"Maruti Ciaz VDI SHVS","Maruti",470000,2016,1248,"1","Manual",40000,"2nd","Diesel",88.5,5.0,28.09,"Sedan","Delhi"
13228,"Maruti XL6 Zeta","Maruti",890000,2020,1462,"1","Manual",30000,"2nd","Petrol",103.2,6.0,19.01,"MUV","Delhi"
13229,"Hyundai Verna SX","Hyundai",1300000,2023,1497,"1","Manual",10000,"2nd","Petrol",113.18,5.0,18.6,"Sedan","Delhi"
13230,"Maruti Alto LX","Maruti",115000,2007,796,"1","Manual",120000,"","Petrol",46.3,5.0,19.7,"Hatchback","Delhi"
13231,"Hyundai Creta 1.6 SX Option","Hyundai",1038000,2018,1591,"1","Manual",80483,"2nd","Petrol",121.3,5.0,15.8,"SUV","Delhi"
13232,"Maruti Baleno 1.2 Zeta","Maruti",541000,2017,1197,"0","Manual",56740,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13233,"Hyundai i10 Sportz 1.2","Hyundai",166000,2010,1197,"1","Manual",103287,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13234,"Kia Seltos HTK Plus D","Kia",1104000,2019,1493,"0","Manual",70292,"2nd","Diesel",113.43,5.0,20.8,"SUV","Delhi"
13235,"Renault KWID RXT","Renault",272000,2019,799,"1","Manual",61415,"2nd","Petrol",53.3,5.0,25.17,"Hatchback","Delhi"
13236,"Ford Ecosport 1.5 TDCi Titanium BSIV","Ford",450000,2016,1498,"1","Manual",90000,"3rd","Diesel",98.59,5.0,22.77,"SUV","Delhi"
13237,"Honda City i DTec E","Honda",475000,2016,1498,"1","Manual",120000,"2nd","Diesel",98.6,5.0,26.0,"Sedan","Delhi"
13238,"Mercedes-Benz AMG A 35 4MATIC BSVI","Mercedes-Benz",5650000,2022,1991,"1","Automatic",10000,"2nd","Petrol",301.73,5.0,0.0,"Sedan","Delhi"
13239,"Maruti Wagon R VXI Optional","Maruti",350000,2017,998,"1","Manual",120000,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Delhi"
13240,"Tata Tiago 1.2 Revotron XZ","Tata",460000,2019,1199,"1","Manual",70000,"2nd","Petrol",84.0,5.0,23.84,"Hatchback","Delhi"
13241,"Renault Duster 85PS Diesel RxE","Renault",300000,2013,1461,"1","Manual",70000,"3rd","Diesel",83.8,5.0,20.45,"SUV","Delhi"
13242,"Hyundai Creta 1.6 SX Option","Hyundai",1000000,2018,1591,"1","Manual",40000,"2nd","Petrol",121.3,5.0,15.8,"SUV","Delhi"
13243,"Hyundai i10 Sportz 1.2","Hyundai",100000,2008,1197,"1","Manual",120000,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13244,"Ford Ecosport 1.5 Petrol Titanium BSIV","Ford",824000,2018,1497,"0","Manual",32799,"2nd","Petrol",121.31,5.0,17.0,"SUV","Delhi"
13245,"Maruti Wagon R LXI BS IV","Maruti",391000,2018,998,"1","Manual",66619,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Delhi"
13246,"Honda City i VTEC CVT VX","Honda",766000,2017,1497,"0","Automatic",102713,"2nd","Petrol",117.3,5.0,18.0,"Sedan","Delhi"
13247,"Mahindra Thar CRDe","Mahindra",670000,2018,2498,"1","Manual",50000,"3rd","Diesel",105.0,6.0,16.55,"SUV","Delhi"
13248,"Maruti XL6 Alpha AT","Maruti",1100000,2021,1462,"1","Automatic",20000,"3rd","Petrol",103.2,6.0,17.99,"MUV","Delhi"
13249,"Ford Ecosport 1.5 Ti VCT AT Titanium BE BSIV","Ford",500000,2016,1499,"1","Automatic",60000,"2nd","Petrol",110.4,5.0,16.05,"SUV","Delhi"
13250,"Maruti Alto 800 LXI","Maruti",315000,2020,796,"1","Manual",10000,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
13251,"Maruti Wagon R LXI BS IV","Maruti",115000,2010,998,"1","Manual",70000,"4th","Petrol",67.1,5.0,18.9,"Hatchback","Delhi"
13252,"Hyundai i20 Magna Plus Diesel","Hyundai",570000,2019,1396,"1","Manual",90000,"2nd","Diesel",88.76,5.0,22.54,"Hatchback","Delhi"
13253,"Maruti Alto 800 LXI","Maruti",320000,2020,796,"1","Manual",10000,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
13254,"BMW 7 Series 730Ld DPE Signature","BMW",6000000,2018,2993,"1","Automatic",50000,"3rd","Diesel",261.49,5.0,16.77,"Sedan","Delhi"
13255,"Maruti Baleno 1.2 Zeta","Maruti",626000,2019,1197,"0","Manual",88750,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13256,"Maruti Vitara Brezza ZDi","Maruti",775000,2017,1248,"1","Manual",80000,"2nd","Diesel",88.5,5.0,24.3,"SUV","Delhi"
13257,"Toyota Innova Crysta 2.7 VX 7 STR","Toyota",2250000,2023,2694,"1","Manual",7500,"2nd","Petrol",163.6,7.0,8.0,"MUV","Delhi"
13258,"Mercedes-Benz C-Class C 200 AVANTGARDE","Mercedes-Benz",2500000,2015,1991,"1","Automatic",40000,"2nd","Petrol",181.04,5.0,14.74,"Sedan","Delhi"
13259,"Mahindra Bolero SLE","Mahindra",500000,2014,2523,"1","Manual",80000,"2nd","Diesel",62.1,7.0,15.96,"SUV","Delhi"
13260,"Mahindra XUV500 1.99 FWD W8","Mahindra",520000,2012,1997,"1","Manual",110000,"2nd","Diesel",140.0,7.0,15.1,"SUV","Delhi"
13261,"MG Hector Plus Smart DCT","MG",1750000,2020,1451,"1","Automatic",20000,"3rd","Petrol",141.0,6.0,11.67,"SUV","Delhi"
13262,"Hyundai Xcent 1.1 CRDi Base","Hyundai",350000,2017,1120,"1","Manual",120000,"2nd","Diesel",71.0,5.0,24.4,"Sedan","Delhi"
13263,"Maruti Wagon R LXI CNG","Maruti",350000,2018,998,"1","Manual",80000,"3rd","CNG",58.16,5.0,26.6,"Hatchback","Delhi"
13264,"Maruti Baleno Sigma BSVI","Maruti",740000,2023,1197,"1","Manual",10000,"2nd","Petrol",88.5,5.0,22.35,"Hatchback","Delhi"
13265,"Maruti Celerio ZXI AMT","Maruti",457000,2017,998,"0","Automatic",41859,"2nd","Petrol",65.71,5.0,26.0,"Hatchback","Delhi"
13266,"Maruti Wagon R CNG LXI","Maruti",555000,2020,998,"0","Manual",34239,"2nd","CNG",58.33,5.0,32.52,"Hatchback","Delhi"
13267,"Volkswagen Ameo 1.2 MPI Highline Plus","Volkswagen",502000,2017,1198,"1","Manual",92170,"2nd","Petrol",73.75,5.0,17.0,"Sedan","Delhi"
13268,"Maruti Swift Dzire VXI","Maruti",313000,2012,1197,"1","Manual",99500,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Delhi"
13269,"Hyundai Grand i10 1.2 Kappa Sportz Option","Hyundai",460000,2017,1197,"0","Manual",43186,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Delhi"
13270,"Maruti Swift Dzire LXI","Maruti",345000,2014,1197,"1","Manual",70000,"3rd","Petrol",85.8,5.0,19.1,"Sedan","Delhi"
13271,"Hyundai i10 Era","Hyundai",395000,2013,1086,"1","Manual",60000,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13272,"Maruti Baleno Sigma BSVI","Maruti",740000,2023,1197,"1","Manual",10000,"2nd","Petrol",88.5,5.0,22.35,"Hatchback","Delhi"
13273,"Ford Figo Diesel LXI","Ford",210000,2014,1399,"1","Manual",80000,"2nd","Diesel",68.05,5.0,20.0,"Hatchback","Delhi"
13274,"Hyundai Creta 1.4 CRDi S","Hyundai",650000,2015,1396,"1","Manual",90000,"2nd","Diesel",88.7,5.0,21.38,"SUV","Delhi"
13275,"Ford Ecosport 1.5 Petrol Titanium Plus AT BSIV","Ford",625000,2017,1497,"1","Automatic",50000,"4th","Petrol",121.36,5.0,14.8,"SUV","Delhi"
13276,"Kia Seltos GTX Plus DCT","Kia",1200000,2020,1353,"1","Automatic",50000,"2nd","Petrol",138.08,5.0,16.5,"SUV","Delhi"
13277,"Maruti Alto 800 LXI","Maruti",366000,2020,796,"0","Manual",18475,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
13278,"Maruti Swift VXI","Maruti",483000,2017,1197,"1","Manual",14097,"3rd","Petrol",88.5,5.0,22.38,"Hatchback","Delhi"
13279,"Renault Duster 85PS Diesel RxS","Renault",610000,2018,1461,"1","Manual",73676,"2nd","Diesel",83.8,5.0,19.87,"SUV","Delhi"
13280,"Maruti Wagon R VXI BS IV","Maruti",307000,2014,998,"1","Manual",53394,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Delhi"
13281,"Hyundai i10 Magna","Hyundai",156000,2010,1197,"1","Manual",74341,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13282,"Toyota Etios VX","Toyota",209000,2011,1496,"1","Manual",69819,"3rd","Petrol",88.7,5.0,17.6,"Sedan","Delhi"
13283,"Maruti Wagon R VXI BS IV","Maruti",234000,2013,998,"1","Manual",124574,"3rd","Petrol",67.1,5.0,18.9,"Hatchback","Delhi"
13284,"Hyundai i20 1.2 Sportz","Hyundai",350000,2012,1197,"1","Manual",50000,"2nd","Petrol",80.0,5.0,17.0,"Hatchback","Delhi"
13285,"Mercedes-Benz GLC 220d 4MATIC","Mercedes-Benz",7200000,2023,1950,"1","Automatic",4000,"2nd","Diesel",194.0,5.0,0.0,"SUV","Delhi"
13286,"Maruti Swift VXI","Maruti",360000,2013,1197,"1","Manual",80000,"3rd","Petrol",85.8,5.0,18.6,"Hatchback","Delhi"
13287,"Maruti Wagon R LXI CNG","Maruti",300000,2016,998,"1","Manual",60000,"3rd","CNG",58.16,5.0,26.6,"Hatchback","Delhi"
13288,"Maruti Eeco 5 Seater AC BSIV","Maruti",250000,2013,1196,"1","Manual",70000,"2nd","Petrol",73.0,5.0,15.37,"Minivans","Delhi"
13289,"Ford Endeavour 4x4 XLT","Ford",115000,2006,2953,"1","Manual",70000,"2nd","Diesel",153.8,7.0,10.9,"SUV","Delhi"
13290,"Maruti Swift VXI","Maruti",292000,2012,1197,"1","Manual",97310,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Delhi"
13291,"Maruti Baleno 1.2 CVT Delta","Maruti",631000,2018,1197,"1","Automatic",19244,"2nd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13292,"Honda City i VTEC S","Honda",513000,2015,1497,"1","Manual",67723,"2nd","Petrol",117.3,5.0,17.4,"Sedan","Delhi"
13293,"Maruti Celerio VXI AMT","Maruti",323000,2015,998,"1","Automatic",96295,"3rd","Petrol",65.71,5.0,26.68,"Hatchback","Delhi"
13294,"Maruti Wagon R LXI CNG","Maruti",217000,2011,998,"1","Manual",78724,"2nd","CNG",58.2,5.0,26.2,"Hatchback","Delhi"
13295,"Honda Brio S MT","Honda",324000,2015,1198,"1","Manual",50489,"2nd","Petrol",86.8,5.0,19.4,"Hatchback","Delhi"
13296,"Renault Triber RXE BSVI","Renault",660000,2022,999,"1","Manual",30000,"2nd","Petrol",71.01,7.0,20.0,"MUV","Delhi"
13297,"Honda Civic 1.8 V AT","Honda",350000,2011,1799,"1","Automatic",70000,"3rd","Petrol",130.2,5.0,13.9,"Sedan","Delhi"
13298,"Hyundai Grand i10 Nios Sportz","Hyundai",600000,2021,1197,"1","Manual",10000,"2nd","Petrol",81.86,5.0,20.7,"Hatchback","Delhi"
13299,"Mercedes-Benz GLC 200","Mercedes-Benz",5375000,2020,1991,"1","Automatic",40000,"3rd","Petrol",197.0,5.0,12.74,"SUV","Delhi"
13300,"Honda Civic 1.8 V MT","Honda",220000,2009,1799,"1","Manual",120000,"3rd","Petrol",130.0,5.0,13.5,"Sedan","Delhi"
13301,"Maruti Celerio LXI BSVI","Maruti",580000,2022,998,"1","Manual",20000,"2nd","Petrol",65.71,5.0,25.24,"Hatchback","Delhi"
13302,"Hyundai i20 Active 1.2 S","Hyundai",520000,2015,1197,"1","Manual",61226,"2nd","Petrol",81.86,5.0,17.19,"Hatchback","Delhi"
13303,"Maruti Wagon R LXI BS IV","Maruti",304000,2014,998,"1","Manual",79258,"2nd","Petrol",67.04,5.0,20.51,"Hatchback","Delhi"
13304,"Honda City i VTEC CVT VX","Honda",837000,2017,1497,"1","Automatic",88483,"2nd","Petrol",117.3,5.0,18.0,"Sedan","Delhi"
13305,"Hyundai Grand i10 Sportz","Hyundai",445000,2016,1197,"1","Manual",35747,"2nd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13306,"Maruti Swift Dzire VXI","Maruti",352000,2014,1197,"1","Manual",80888,"2nd","Petrol",88.5,5.0,22.41,"Sedan","Delhi"
13307,"Hyundai i10 Magna","Hyundai",248000,2013,1197,"1","Manual",54346,"3rd","Petrol",78.9,5.0,20.36,"Hatchback","Gurgaon"
13308,"Hyundai Grand i10 Magna","Hyundai",389000,2015,1197,"1","Manual",34425,"2nd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13309,"Hyundai Santro Xing GLS CNG","Hyundai",100000,2011,1086,"1","Manual",120000,"3rd","CNG",62.1,5.0,11.88,"Hatchback","Delhi"
13310,"Hyundai Santro Xing GL CNG","Hyundai",160000,2012,1086,"1","Manual",110000,"3rd","CNG",0.0,5.0,17.0,"Hatchback","Delhi"
13311,"Tata Nexon XZ Plus HS","Tata",1040000,2022,1199,"1","Manual",20000,"4th","Petrol",118.36,5.0,17.57,"SUV","Delhi"
13312,"Maruti Alto LX","Maruti",85000,2008,796,"1","Manual",50000,"2nd","Petrol",46.3,5.0,19.7,"Hatchback","Delhi"
13313,"Kia Sonet HTX Diesel AT BSVI","Kia",1395000,2022,1493,"1","Automatic",11000,"2nd","Diesel",113.43,5.0,0.0,"SUV","Delhi"
13314,"Hyundai i10 Sportz","Hyundai",199000,2012,1197,"1","Manual",51210,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13315,"Maruti Baleno Zeta","Maruti",626000,2020,1197,"1","Manual",59549,"2nd","Petrol",81.8,5.0,21.01,"Hatchback","Delhi"
13316,"Hyundai Verna SX Opt AT Diesel","Hyundai",1487000,2021,1493,"0","Automatic",32748,"2nd","Diesel",113.45,5.0,21.3,"Sedan","Delhi"
13317,"Maruti Ciaz Delta BSIV","Maruti",779000,2019,1462,"0","Manual",25643,"2nd","Petrol",103.25,5.0,21.56,"Sedan","Delhi"
13318,"Maruti Ignis 1.2 AMT Alpha BSIV","Maruti",534000,2017,1197,"1","Automatic",52718,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Delhi"
13319,"Hyundai Xcent 1.2 VTVT SX Option","Hyundai",521000,2017,1197,"1","Manual",58005,"2nd","Petrol",81.86,5.0,20.14,"Sedan","Delhi"
13320,"Hyundai i20 Asta 1.2","Hyundai",535000,2016,1197,"1","Manual",50697,"3rd","Petrol",81.83,5.0,18.6,"Hatchback","Delhi"
13321,"Hyundai i10 Magna","Hyundai",163000,2010,1197,"1","Manual",60324,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13322,"Maruti Swift Lxi BSIII","Maruti",235000,2011,1298,"1","Manual",73564,"3rd","Petrol",88.2,5.0,16.1,"Hatchback","Delhi"
13323,"Hyundai i20 Petrol CVT Magna Executive","Hyundai",650000,2018,1197,"1","Automatic",40000,"2nd","Petrol",81.86,5.0,17.4,"Hatchback","Delhi"
13324,"Mahindra XUV500 W8 2WD","Mahindra",615000,2014,2179,"1","Manual",40000,"3rd","Diesel",140.0,7.0,15.1,"SUV","Delhi"
13325,"Nissan Micra XV","Nissan",210000,2012,1198,"1","Manual",120000,"2nd","Petrol",75.0,5.0,18.06,"Hatchback","Delhi"
13326,"Honda City 1.5 S MT","Honda",120000,2009,1497,"1","Manual",80000,"2nd","Petrol",118.0,5.0,17.0,"Sedan","Delhi"
13327,"Maruti Alto LXi","Maruti",70000,2006,796,"1","Manual",90000,"","Petrol",46.3,5.0,19.7,"Hatchback","Delhi"
13328,"Tata Tiago NRG Diesel","Tata",600000,2020,1047,"1","Manual",50000,"2nd","Diesel",69.0,5.0,27.0,"Hatchback","Delhi"
13329,"Hyundai Grand i10 Asta","Hyundai",433000,2016,1197,"1","Manual",79455,"2nd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13330,"Hyundai i10 Magna 1.1L","Hyundai",278000,2014,1086,"1","Manual",62663,"3rd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13331,"Maruti SX4 S Cross Alpha","Maruti",922000,2020,1462,"1","Manual",29510,"3rd","Petrol",103.25,5.0,18.55,"SUV","Delhi"
13332,"Toyota Urban cruiser Premium AT","Toyota",1050000,2022,1462,"1","Automatic",19278,"3rd","Petrol",103.26,5.0,18.76,"SUV","Delhi"
13333,"Maruti Swift ZXI","Maruti",328000,2012,1197,"1","Manual",46891,"2nd","Petrol",85.8,5.0,18.6,"Hatchback","Delhi"
13334,"Maruti Baleno 1.2 Delta","Maruti",513000,2017,1197,"1","Manual",58730,"3rd","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13335,"Ford Endeavour Titanium Plus 4X2","Ford",2800000,2019,2198,"1","Automatic",80000,"2nd","Diesel",158.2,7.0,14.2,"SUV","Delhi"
13336,"Hyundai i20 Active 1.2","Hyundai",492000,2016,1197,"1","Manual",71265,"3rd","Petrol",81.86,5.0,17.19,"Hatchback","Delhi"
13337,"Maruti Baleno Alpha CVT","Maruti",757000,2019,1197,"1","Automatic",16461,"2nd","Petrol",81.8,5.0,19.56,"Hatchback","Delhi"
13338,"Datsun GO Plus T Option","Datsun",530000,2021,1198,"1","Manual",10283,"2nd","Petrol",67.05,7.0,19.02,"MUV","Delhi"
13339,"Hyundai Creta 1.4 E Plus","Hyundai",700000,2017,1396,"1","Manual",90000,"2nd","Diesel",88.7,5.0,22.1,"SUV","Delhi"
13340,"Hyundai Creta SX Opt Diesel AT BSVI","Hyundai",1850000,2022,1493,"1","Automatic",60000,"2nd","Diesel",113.45,5.0,0.0,"SUV","Delhi"
13341,"Maruti Alto 800 LXI","Maruti",200000,2012,796,"1","Manual",50000,"2nd","Petrol",47.3,5.0,22.74,"Hatchback","Gurgaon"
13342,"Renault Triber RXL BSVI","Renault",550000,2020,999,"1","Manual",50000,"2nd","Petrol",71.01,7.0,20.0,"MUV","Delhi"
13343,"Audi A4 35 TDI Premium Sport","Audi",1395000,2015,1968,"1","Automatic",80000,"2nd","Diesel",174.33,5.0,17.11,"Sedan","Delhi"
13344,"Hyundai Grand i10 Sportz","Hyundai",429000,2017,1197,"1","Manual",86017,"2nd","Petrol",81.86,5.0,18.9,"Hatchback","Delhi"
13345,"Nissan Micra Active XV","Nissan",341000,2018,1198,"1","Manual",58866,"2nd","Petrol",67.04,5.0,19.69,"Hatchback","Delhi"
13346,"Maruti Alto 800 VXI BSVI","Maruti",417000,2021,796,"0","Manual",22928,"2nd","Petrol",47.33,5.0,22.05,"Hatchback","Delhi"
13347,"Hyundai i10 Era 1.1 iTech SE","Hyundai",144000,2010,1086,"1","Manual",32698,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13348,"Maruti Ritz LXi","Maruti",207000,2012,1197,"1","Manual",119936,"2nd","Petrol",85.8,5.0,18.5,"Hatchback","Delhi"
13349,"Hyundai Grand i10 Sportz","Hyundai",356000,2015,1197,"1","Manual",59900,"3rd","Petrol",82.0,5.0,18.9,"Hatchback","Delhi"
13350,"Hyundai Santro Sportz BSIV","Hyundai",445000,2019,1086,"1","Manual",46370,"3rd","Petrol",68.0,5.0,20.3,"Hatchback","Delhi"
13351,"Hyundai Venue SX Diesel","Hyundai",1132000,2022,1493,"1","Manual",21649,"3rd","Diesel",98.6,5.0,23.7,"SUV","Delhi"
13352,"Hyundai i10 Magna 1.1L","Hyundai",220000,2015,1086,"1","Manual",100000,"2nd","Petrol",68.05,5.0,19.81,"Hatchback","Delhi"
13353,"Maruti Ciaz ZXi Plus","Maruti",400000,2016,1373,"1","Manual",120000,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13354,"Maruti Wagon R VXI BS IV with ABS","Maruti",300000,2014,998,"1","Manual",70000,"2nd","Petrol",67.06,5.0,20.51,"Hatchback","Delhi"
13355,"Maruti Ciaz ZXi Plus","Maruti",400000,2016,1373,"1","Manual",120000,"2nd","Petrol",91.1,5.0,20.73,"Sedan","Delhi"
13356,"Hyundai Creta SX Opt Turbo BSVI","Hyundai",1750000,2021,1353,"1","Automatic",40000,"2nd","Petrol",138.12,5.0,0.0,"SUV","Delhi"
13357,"Hyundai Creta S Diesel BSVI","Hyundai",1350000,2021,1493,"1","Manual",50000,"2nd","Diesel",113.98,5.0,0.0,"SUV","Delhi"
13358,"Maruti Ignis 1.2 Alpha BSIV","Maruti",416000,2018,1197,"1","Manual",123617,"2nd","Petrol",81.8,5.0,20.89,"Hatchback","Delhi"
13359,"Hyundai i20 Active 1.2 S","Hyundai",567000,2017,1197,"1","Manual",60915,"2nd","Petrol",81.86,5.0,17.19,"Hatchback","Delhi"
13360,"Tata Nexon XZA Plus (O) AMT","Tata",1147000,2021,1199,"0","Automatic",18515,"2nd","Petrol",118.36,5.0,16.35,"SUV","Delhi"
13361,"Renault Triber RXZ","Renault",609000,2019,999,"0","Manual",30714,"2nd","Petrol",71.01,7.0,20.0,"MUV","Delhi"
13362,"Maruti Celerio VXI CNG","Maruti",391000,2017,998,"0","Manual",98177,"2nd","CNG",55.92,5.0,35.6,"Hatchback","Delhi"
13363,"Hyundai i10 Magna","Hyundai",222000,2012,1197,"1","Manual",102984,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13364,"Maruti Swift VXI","Maruti",185000,2010,1197,"1","Manual",80407,"2nd","Petrol",88.5,5.0,22.38,"Hatchback","Delhi"
13365,"Maruti Alto 800 VXI","Maruti",238000,2015,796,"1","Manual",87581,"2nd","Petrol",47.3,5.0,22.74,"Hatchback","Delhi"
13366,"Tata Zest Revotron 1.2T XE","Tata",280000,2016,1193,"1","Manual",80000,"4th","Petrol",88.7,5.0,17.57,"Sedan","Delhi"
13367,"Maruti Wagon R AX BSIV","Maruti",220000,2012,998,"1","Manual",50000,"2nd","Petrol",67.1,5.0,18.9,"Hatchback","Delhi"
13368,"Toyota Innova Crysta 2.4 VX MT BSIV","Toyota",1500000,2017,2393,"1","Manual",60000,"2nd","Diesel",147.8,7.0,13.68,"MUV","Delhi"
13369,"Audi A4 35 TDI Premium","Audi",1390000,2015,1968,"1","Automatic",43600,"3rd","Diesel",174.33,5.0,17.11,"Sedan","Delhi"
13370,"Ford Aspire Titanium Plus Diesel","Ford",300000,2016,1499,"1","Manual",120000,"2nd","Diesel",98.96,5.0,24.4,"Sedan","Delhi"
13371,"Honda City i-DTEC ZX","Honda",840000,2018,1498,"1","Manual",150000,"2nd","Diesel",97.9,5.0,25.6,"Sedan","Delhi"
13372,"Toyota Etios G","Toyota",190000,2011,1496,"1","Manual",100000,"2nd","Petrol",88.73,5.0,17.6,"Sedan","Delhi"
13373,"Maruti Alto 800 CNG LXI","Maruti",329000,2017,796,"1","Manual",71707,"2nd","CNG",40.3,5.0,33.44,"Hatchback","Delhi"
13374,"Tata Altroz XZ Diesel BSVI","Tata",702000,2020,1497,"1","Manual",20986,"2nd","Diesel",88.77,5.0,23.64,"Hatchback","Delhi"
13375,"Hyundai Venue SX Plus Turbo DCT","Hyundai",1022000,2021,998,"1","Automatic",16105,"3rd","Petrol",118.35,5.0,18.15,"SUV","Delhi"
13376,"Honda Jazz 1.2 VX i VTEC","Honda",539000,2016,1199,"1","Manual",29150,"3rd","Petrol",88.7,5.0,18.7,"Hatchback","Delhi"
13377,"Renault Duster Petrol RXS","Renault",742000,2019,1498,"1","Manual",42916,"2nd","Petrol",104.5,5.0,14.99,"SUV","Delhi"
13378,"Hyundai Grand i10 Nios AMT Sportz","Hyundai",651000,2019,1197,"1","Automatic",75838,"2nd","Petrol",81.86,5.0,20.7,"Hatchback","Delhi"
13379,"Hyundai i20 1.2 Asta","Hyundai",261000,2011,1197,"1","Manual",62690,"2nd","Petrol",80.0,5.0,17.0,"Hatchback","Delhi"
13380,"Hyundai i10 Magna","Hyundai",201000,2011,1197,"1","Manual",51987,"2nd","Petrol",78.9,5.0,20.36,"Hatchback","Delhi"
13381,"Honda City V AT","Honda",480000,2012,1497,"1","Automatic",42386,"2nd","Petrol",116.3,5.0,15.6,"Sedan","Delhi"
13382,"Maruti Wagon R VXI","Maruti",510000,2021,998,"1","Manual",40000,"2nd","Petrol",67.05,5.0,21.79,"Hatchback","Delhi"
13383,"Hyundai Verna Xi (Petrol)","Hyundai",125000,2008,1599,"1","Manual",40000,"2nd","Petrol",103.2,5.0,13.9,"Sedan","Delhi"
13384,"Maruti Baleno 1.2 Alpha","Maruti",500000,2018,1197,"1","Manual",40000,"4th","Petrol",83.1,5.0,21.4,"Hatchback","Delhi"
13385,"Honda City V MT","Honda",1070000,2022,1498,"1","Manual",10000,"2nd","Petrol",119.35,5.0,18.6,"Sedan","Delhi"
